Title,ID,Year,Country,Genre,"Genre ID","Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id","Situation machine vision is used in","Situation machine vision is used in ID",Characters,"Characters ID"
"Probably Chelsea",1227,2017,"United States","Art, Installation art","20002, 2000138",,,"Biometrics, Image generation, Machine learning","20009, 200073, 200012","Gender, Identity, Race","2000165, 2000169, 2000166","Flawed, Intrusive","2000208, 2000209","Probably Chelsea (creating DNA 3D facial prints)",1229,"""Chelsea E. Manning""",1228
Prometheus,2327,2012,"United Kingdom, United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Augmented reality, Body scans, Camera, Holograms","2000152, 200074, 200090, 2000206, 20001339",,,"AI, Identity","2000168, 2000169","Alien, Exciting, Intrusive","200096, 200097, 2000209","Prometheus (Engineers use holograms to show past events), Prometheus (Scanning an Engineer head), Prometheus (Scan and remove alien inside body), Prometheus (Peter Weyland hologram), Prometheus (Stream of space suit interfaces), Prometheus (Alien ship's holographic map)","2316, 2321, 2323, 2325, 2326, 2329","The Engineers (Prometheus), Dr. Elizabeth Shaw, Space station/ship crew members, Peter Weyland, David 8","2314, 2318, 2319, 2324, 2328"
"Public Waiters",1031,2017,Norway,"Art, Video art","20002, 2000139",,,"Object recognition",200015,"Automation, City, Labour","2000173, 2000311, 2000179",Helpful,200098,"Public Waiters (Recognizing colors)",1030,,
"Raised by Wolves",1817,2020,"United States","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Deepfake, Holograms, Non-Visible Spectrum, Optical/ocular implant, Satellite images, Virtual reality","2000152, 200074, 20009, 200072, 20001339, 2000207, 2000127, 200078, 2000147",,,"AI, Conflict, Dystopian, Family, Horror, Identity, Physical violence, Robots/androids, War","2000168, 200055, 200070, 2000167, 200061, 2000169, 200056, 200051, 200054","Alien, Dangerous, Empowering, Hostile, Overwhelming, Protective","200096, 2000129, 2000318, 200099, 2000188, 2000317","Raised by Wolves (Mother impersonates and weaponises), Raised by Wolves (VR as catalyst to remember), Raised by Wolves (Insert eyeball to find anomaly inside body), Raised by Wolves (Confrontation seen through helmet camera), Raised by Wolves (Holo-navigation in spacecraft)","1824, 2552, 2556, 2559, 2561","Mother, Campion Sturges, Children (Raised by Wolves), Enemies (Raised by Wolves), Tempest, Otho, Father","1778, 2550, 2514, 2515, 2557, 2558, 2560"
"Ralph Breaks the Internet",10,2018,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Object recognition","2000152, 200015",,,"AI, Companionship, Grief, Playful, Robots/androids, Social Media","2000168, 200050, 2000161, 2000170, 200051, 2000177","Alien, Hostile, Intrusive","200096, 200099, 2000209","Ralph Breaks the Internet (Virus in game)",689,"Wreck-It Ralph, Vanellope","570, 571"
RASA-BOX,1073,2019,China,"Art, Installation art","20002, 2000138",,,"Body scans, Emotion recognition, Machine learning","200090, 200091, 200012",Surveillance,200052,"Creepy, Intimate","2000327, 2000100","RASA-BOX (machine mirroring you)",1072,,
"REALFACE Glamoflage",1498,2013,Netherlands,Art,20002,"Facial recognition",20007,,,"AI, Hacking, Social Media","2000168, 2000160, 2000177","Flawed, Intrusive","2000208, 2000209","REALFACE Glamoflage (tricking facial recognition)",1548,,
"Recoding Art",1700,2019,"Brazil, Netherlands, Denmark","Art, Video art","20002, 2000139","Machine learning",200012,"Object recognition",200015,"AI, Labour","2000168, 2000179","Alien, Flawed, Subversive","200096, 2000208, 2000210","Recoding Art (Classifying Art)",1967,"Mechanical Turkers (Recoding Art)",1966
"Red Queen",327,2015,"United States","Narrative, Novel","20001, 2000133","Surveillance cameras",200080,,,"Conflict, Crime, Family, Inequality, Physical violence, Race, Romantic relationship","200055, 200057, 2000167, 200089, 200056, 2000166, 200048","Dangerous, Helpful, Intrusive, Misleading, Oppressive","2000129, 200098, 2000209, 2000213, 2000107","Red Queen (Electric eyes)",326,"Mare Barrow",325
Redshirts,1801,2012,"United States","Narrative, Novel","20001, 2000133","AI (General Purpose Artificial Intelligence), Camera, Cameraphone, Facial recognition, Holograms, Webcams","2000152, 2000206, 2000154, 20007, 20001339, 2000153",,,"AI, Companionship, Free will, Identity, Playful","2000168, 200050, 2000163, 2000169, 2000170","Empowering, Exciting, Fun, Misleading, Subversive, Wondrous","2000318, 200097, 2000212, 2000213, 2000210, 2000325","Redshirts (Hologram of alternate universe wife/husband)",1802,"Officer Jenkins, Samantha Martinez","1799, 1800"
Reflectacles,574,2016,"United States",Art,20002,"Facial recognition, Surveillance cameras","20007, 200080",,,"Hacking, Surveillance","2000160, 200052","Dangerous, Flawed, Hostile, Intrusive, Oppressive","2000129, 2000208, 200099, 2000209, 2000107","Reflectacles (Wearing infrared-blocking glasses)",573,,
"Remember Me",619,2013,France,Game,20003,"Augmented reality, Biometrics, Drones (UAV), Holograms, Surveillance cameras, Virtual reality","200074, 20009, 200079, 20001339, 200080, 2000147",,,"Dystopian, Grief, Hacking, Inequality","200070, 2000161, 2000160, 200089","Intrusive, Oppressive","2000209, 2000107","Remember Me (Bio-scan), Remember Me (Hacking visual memories), Remember Me (Learning from Remembrane holograms)","620, 3108, 3243",Nilin,621
"Remote Control",3129,2020,"Nigeria, United States","Narrative, Novel","20001, 2000133","AI (General Purpose Artificial Intelligence), Drones (UAV)","2000152, 200079",,,"Grief, Robots/androids","2000161, 200051","Intrusive, Protective","2000209, 2000317","Remote Control (Sankofa kills drone)",3132,"Sankofa, Steel Brother","3131, 3133"
Replicas,666,2018,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Body scans","200074, 200090",,,"Consciousness, Family, Grief","2000171, 2000167, 2000161","Alien, Flawed, Intrusive","200096, 2000208, 2000209","Replicas (Will deletes Zoe)",678,"William Foster, Sergeant, Zoe Foster","663, 664, 677"
République,42,2013,"United States",Game,20003,"Biometrics, Body scans, Camera, Cameraphone, Non-Visible Spectrum, Surveillance cameras, Webcams","20009, 200090, 2000206, 2000154, 2000207, 200080, 2000153",,,"Dystopian, Inequality, Surveillance","200070, 200089, 200052","Intimate, Oppressive, Protective","2000100, 2000107, 2000317","République (Navigation through security cameras), République (Finding fingerprint to unlock door), République (Hacking into houses to find contraband)","400, 3062, 3063","Hope, Mattie","399, 3064"
"Restricted Residence",940,2020,"United Kingdom","Art, Photograph/print/painting","20002, 2000157",,,"Camera, Non-Visible Spectrum","2000206, 2000207","City, Dystopian","2000311, 200070","Alien, Intimate","200096, 2000100","Restriced Residence (Price photographing radiation)",939,"Citizens of Namie",938
Revolt,3082,2015,"United Kingdom","Narrative, Music video","20001, 2000316","Drones (UAV), Facial recognition, Object recognition","200079, 20007, 200015","Virtual reality",2000147,"AI, Dystopian, Inequality, Physical violence, War","2000168, 200070, 200089, 200056, 200054","Dangerous, Hostile, Oppressive","2000129, 200099, 2000107","Revolt (Viewer is unable to revolt)",3083,,
"RGB Stratospheric Camarena",1854,2015,"Colombia, Austria","Art, Video art","20002, 2000139","Satellite images",200078,"Camera, Filtering, Image generation","2000206, 200013, 200073",,,"Empowering, Wondrous","2000318, 2000325","RGB Stratospheric Camarena (media archeological machine vision experiment)",2030,,
"Rick and Morty",927,2013,"United States","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Biometrics, Body scans, Cameraphone, Facial recognition, Motion tracking, Object recognition","2000152, 20009, 200090, 2000154, 20007, 2000180, 200015",,,"Companionship, Family, Physical violence, Playful","200050, 2000167, 200056, 2000170","Dangerous, Exciting, Fun, Helpful, Intrusive","2000129, 200097, 2000212, 200098, 2000209","Rick and Morty (Rick scans twig for clues), Rick and Morty (Scanning feces samples), Rick and Morty (Summer using dating app), Rick and Morty (Rick detecs intruder)","928, 948, 950, 952","Rick Sanchez, Morty Smith, Summer Smith, Tony ""the shy pooper""","925, 926, 949, 951"
"Ring (TM) Log",628,2019,"United States","Narrative, Electronic literature","20001, 2000137","Facial recognition, Machine learning, Object recognition, Surveillance cameras","20007, 200012, 200015, 200080",,,Surveillance,200052,"Alien, Creepy, Flawed, Misleading","200096, 2000327, 2000208, 2000213","Ring (TM) Log (Identifying Trick-or-Treaters)",627,,
"Robotika, the Nannybot",600,2018,Argentina,"Art, Installation art","20002, 2000138","AI (General Purpose Artificial Intelligence)",2000152,"Emotion recognition, Facial recognition, Motion tracking, Non-Visible Spectrum","200091, 20007, 2000180, 2000207","Family, Labour, Robots/androids","2000167, 2000179, 200051","Helpful, Intimate, Protective","200098, 2000100, 2000317","Robotika (Robot caring for baby)",643,"Infant, Nannybot","781, 2753"
"Rogue One: A Star Wars Story",1852,2016,"United Kingdom","Narrative, Movie","20001, 2000130","Biometrics, Holograms, Microscope/Telescope, Motion tracking, Non-Visible Spectrum","20009, 20001339, 2000195, 2000180, 2000207",,,"Conflict, Dystopian, Family, Identity, War","200055, 200070, 2000167, 2000169, 200054",Empowering,2000318,"Rogue One: A Star Wars Story (Hologram of Galen Erso), Rogue One: A Star Wars Story (Observing hostile situation from afar), Rogue One: A Star Wars Story (Scans hand to get into imperial safe)","2017, 2018, 2020","Cassian Andor, Bodhi Rook, Jyn Erso, Saw Gerrera","2011, 2012, 2014, 2016"
Rugal,1940,2020,"South Korea","Narrative, TV series or episode","20001, 2000131","3D scans, AI (General Purpose Artificial Intelligence), Biometrics, Body scans, Facial recognition, Object recognition, Optical/ocular implant, Surveillance cameras","20001081, 2000152, 20009, 200090, 20007, 200015, 2000127, 200080",,,"AI, Crime, Hacking, Physical violence","2000168, 200057, 2000160, 200056","Dangerous, Empowering, Neutral, Overwhelming, Protective","2000129, 2000318, 2000101, 2000188, 2000317","Rugal (Optical implant predicts fight), Rugal ( The Ai shows Kang Ki-beom what it knows), Rugal (Kang Ki-beom finds Song Mi-na´s earpiece), Rugal (Track enemy through surveillance cameras), Rugal (Bradley look at a 3D scan of the eye), Rugal ( Park Sung-woong try to break into the vault), Rugal (Kang Ki-beom use his eye to search through dental records)","1942, 2425, 2434, 2436, 2437, 2440, 2441","Kang Ki-beom, Song Mi-na, Han Tae-woong, Bradley , Hwang Deuk-Gu, Guard (Rugal), Victim (Rugal)","1919, 1941, 1920, 2435, 2925, 2439, 2929"
Salaf,3185,2020,"Saudi Arabia, United States","Art, Photograph/print/painting","20002, 2000157",,,"Image generation, Machine learning, Object recognition","200073, 200012, 200015","AI, Identity","2000168, 2000169","Flawed, Misleading","2000208, 2000213","Salaf (erasing stereotypical narratives)",3186,"Saudi and Iraqi ancestors",3187
"Satellite Images",218,2013,,"Narrative, Creepypasta","20001, 2000136","Camera, Satellite images, Interactive panoramas","2000206, 200078, 2000155",,,"Horror, Surveillance","200061, 200052","Dangerous, Fun","2000129, 2000212","Satellite Images (Followed on Google Maps)",548,"Narrator (Satellite Images), Google Maps Girl (Satellite Images)","917, 918"
"Satellite Reign",2613,2015,Australia,Game,20003,"Drones (UAV), Facial recognition, Holograms, Satellite images, Surveillance cameras","200079, 20007, 20001339, 200078, 200080",,,"City, Dystopian, Hacking","2000311, 200070, 2000160",Oppressive,2000107,"Satellite Reign (Aerial drone vision), Satellite Reign (Holographic flora), Satellite Reign (Avoiding security system eyes), Satellite Reign (World scan with facial recognition)","2875, 2876, 2877, 2973","Agents (Satellite Reign)",2878
"Saving Face",1603,2020,Netherlands,"Art, Installation art","20002, 2000138",,,"Facial recognition, Image generation","20007, 200073","AI, Identity, Playful","2000168, 2000169, 2000170","Fun, Intimate, Prosocial","2000212, 2000100, 2000319","Saving Face (touching faces to generate new identities)",1654,,
"Scanner Sombre",1456,2017,"United Kingdom",Game,20003,"3D scans, Non-Visible Spectrum","20001081, 2000207","Virtual reality",2000147,"Family, Grief, Horror","2000167, 2000161, 200061","Alien, Empowering, Flawed, Wondrous","200096, 2000318, 2000208, 2000325","Scanner Sombre (LiDAR vision)",1467,,
"Security Cameras",473,2013,"United States","Narrative, Music video","20001, 2000316","Surveillance cameras",200080,,,"Crime, Surveillance","200057, 200052","Empowering, Helpful, Protective","2000318, 200098, 2000317","Security Cameras (Surveillance cameras)",472,"""Casino"", Gangsters (Security Cameras)","773, 2838"
"Security Check",1450,2014,China,"Narrative, Short story","20001, 2000134","3D scans, Non-Visible Spectrum, Object recognition","20001081, 2000207, 200015",,,"Crime, Dystopian, Surveillance","200057, 200070, 200052","Creepy, Intrusive, Oppressive","2000327, 2000209, 2000107","Security Check (Louis learns about X-ray machines)",1452,Louis,1451
"See you",1094,2020,Germany,"Narrative, Music video","20001, 2000316",,,"Machine learning",200012,"Romantic relationship",200048,"Creepy, Exciting","2000327, 200097","See you (Machine learning face singing)",1093,,
Seed,1024,2018,Spain,"Narrative, Comic","20001, 2000330","AI (General Purpose Artificial Intelligence), Body scans, Cameraphone, Drones (UAV), Facial recognition, Filtering, Image generation, Machine learning, Satellite images, Surveillance cameras, Virtual reality","2000152, 200090, 2000154, 200079, 20007, 200013, 200073, 200012, 200078, 200080, 2000147",,,"AI, Companionship","2000168, 200050","Creepy, Empowering, Intimate, Protective","2000327, 2000318, 2000100, 2000317","Seed (Turry hacks school security system), Seed (Facial recognition glasses), Seed (Diagnosing Turry), Seed (GAN prank on fellow student)","1097, 1098, 1099, 2749","Emma (Seed), Turry, Security company (Seed), Doctor (Seed), Darren","1095, 1096, 2747, 2748, 2750"
Self-Contained,995,2019,"United States","Art, Video art","20002, 2000139",,,"Machine learning",200012,"AI, Identity, Nudity","2000168, 2000169, 200086","Alien, Creepy, Intimate","200096, 2000327, 2000100","Self-Contained (Artist viewed by machine)",994,"""Doug Rosman""",2744
"Self-portrait of an absence",1483,2016,Brazil,"Art, Video art, Performance art","20002, 2000139, 2000140",,,"Motion tracking",2000180,"Cyborgs, Identity","2000203, 2000169","Alien, Intimate","200096, 2000100","Self-portrait of an absence (scanning a blind eye)",1546,,
SelfieCity,3051,2014,"Brazil, United States",Art,20002,,,"Cameraphone, Emotion recognition, Facial recognition","2000154, 200091, 20007","Social Media",2000177,"Exciting, Helpful, Intimate","200097, 200098, 2000100","SelfieCity (The Selfiexploratory), SelfieCity (SelfieSaoPaulo)","3052, 3057","Mechanical Turk Workers (selfiecity), Sao Paulo citizens","3053, 3056"
Selfies,125,2014,"United Kingdom","Narrative, Short story","20001, 2000134",Cameraphone,2000154,,,"Horror, Identity","200061, 2000169",Hostile,200099,"Selfies (Cameraphone)",542,"Ellie (Selfies)",541
"Serious Games III: Immersion",894,2009,"Germany, United States","Art, Video art, Installation art","20002, 2000139, 2000138","Virtual reality",2000147,,,War,200054,"Helpful, Intimate","200098, 2000100","Serious Games III: Immersion (Virtual Therapy)",1136,"Soldier ( Serious Games III: Immersion ), Therapist ( Serious Games III: Immersion)","1134, 1135"
"Shapes of Things Before My Eyes",1154,2017,"Austria, Serbia, Germany","Art, Video art","20002, 2000139",,,"3D scans, Non-Visible Spectrum, UGV","20001081, 2000207, 2000947","Animals, Autonomous vehicles, Nature","2000200, 2000201, 2000175","Alien, Exciting","200096, 200097","Shapes of Things Before My Eyes  (Wowbagger)",1155,,
